1 ; 525993
2 ; 420723
3 ; 394720
4 ; 121744
5 ; 798285
6 ; 125332
7 ; 878154
8 ; 234051
9 ; 713578
10 ; 135727
11 ; 131554
12 ; 21233
13 ; 68885
14 ; 355063
15 ; 197018
16 ; 373670
17 ; 401233
18 ; 275172
19 ; 945950
20 ; 624607
21 ; 132560
22 ; 106325
23 ; 340169
24 ; 284404
25 ; 907971
26 ; 358159
27 ; 745755
28 ; 897837
29 ; 221105
30 ; 90540
31 ; 143373
32 ; 993196
33 ; 920358
34 ; 553080
35 ; 578834
36 ; 591925
37 ; 689722
38 ; 432093
39 ; 697644
40 ; 247569
41 ; 97980
42 ; 423712
43 ; 707282
44 ; 82753
45 ; 310002
46 ; 351929
47 ; 610965
48 ; 792973
49 ; 53917
50 ; 550313
51 ; 56648
52 ; 85923
53 ; 937880
54 ; 726142
55 ; 645006
56 ; 525125
57 ; 710208
58 ; 25714
59 ; 40152
60 ; 246603
61 ; 556615
62 ; 519572
63 ; 726841
64 ; 517355
65 ; 28320
66 ; 826411
67 ; 757903
68 ; 604372
69 ; 694752
70 ; 94398
71 ; 335667
72 ; 922950
73 ; 114620
74 ; 58665
75 ; 571117
76 ; 933059
77 ; 219093
78 ; 393731
79 ; 264527
80 ; 752495
81 ; 700838
82 ; 79587
83 ; 51340
84 ; 955592
85 ; 502666
86 ; 209
87 ; 757024
88 ; 526220
89 ; 999541
90 ; 493238
91 ; 304663
92 ; 433838
93 ; 967693
94 ; 69589
95 ; 19039
96 ; 801340
97 ; 934598
98 ; 21723
99 ; 670940
100 ; 133448
101 ; 3559
102 ; 139345
103 ; 105456
104 ; 574404
105 ; 746653
106 ; 251279
107 ; 798010
108 ; 663704
109 ; 259782
110 ; 812254
111 ; 181874
112 ; 558635
113 ; 973589
114 ; 253375
115 ; 90914
116 ; 192355
117 ; 313979
118 ; 314999
119 ; 161329
120 ; 336272
121 ; 806000
122 ; 80802
123 ; 536113
124 ; 35468
125 ; 714836
126 ; 931754
127 ; 716013
128 ; 385921
129 ; 817658
130 ; 138770
131 ; 900710
132 ; 122271
133 ; 400080
134 ; 312784
135 ; 663992
136 ; 984889
137 ; 70983
138 ; 430997
139 ; 306662
140 ; 334990
141 ; 489441
142 ; 658038
143 ; 730924
144 ; 986537
145 ; 597511
146 ; 680807
147 ; 180008
148 ; 723702
149 ; 452629
150 ; 775737
151 ; 686779
152 ; 472617
153 ; 253364
154 ; 327223
155 ; 575080
156 ; 596173
157 ; 652293
158 ; 15978
159 ; 857558
160 ; 280619
161 ; 949716
162 ; 396058
163 ; 873726
164 ; 482703
165 ; 261999
166 ; 79316
167 ; 12009
168 ; 406115
169 ; 258264
170 ; 246013
171 ; 859525
172 ; 975970
173 ; 559195
174 ; 700367
175 ; 623349
176 ; 280099
177 ; 391697
178 ; 189766
179 ; 167012
180 ; 445874
181 ; 593176
182 ; 206399
183 ; 505983
184 ; 921338
185 ; 559163
186 ; 990070
187 ; 105889
188 ; 629380
189 ; 228061
190 ; 950923
191 ; 827218
192 ; 963707
193 ; 696740
194 ; 230845
195 ; 860251
196 ; 95362
197 ; 560753
198 ; 622289
199 ; 493988
200 ; 558539
201 ; 572901
202 ; 563270
203 ; 62799
204 ; 584448
205 ; 713914
206 ; 427281
207 ; 914568
208 ; 151968
209 ; 268988
210 ; 826881
211 ; 744063
212 ; 223861
213 ; 3932
214 ; 149708
215 ; 135296
216 ; 137269
217 ; 34677
218 ; 45661
219 ; 656617
220 ; 617266
221 ; 483888
222 ; 84001
223 ; 352288
224 ; 382205
225 ; 518446
226 ; 299134
